Generation,Mean fitness,Best fitness
7417,22.814,22.4
7418,22.812,22.4
7419,22.812,22.4
7420,22.812,22.4
7421,22.81,22.4
7422,22.81,22.4
7423,22.81,22.4
7424,22.81,22.4
7425,22.81,22.4
7426,22.81,22.4
7427,22.81,22.4
7428,22.81,22.4
7429,22.81,22.4
7430,22.81,22.4
7431,22.81,22.4
7432,22.81,22.4
7433,22.81,22.4
7434,22.81,22.4
7435,22.81,22.4
7436,22.81,22.4
7437,22.81,22.4
7438,22.808,22.4
7439,22.808,22.4
7440,22.808,22.4
7441,22.808,22.4
7442,22.808,22.4
7443,22.808,22.4
7444,22.808,22.4
7445,22.808,22.4
7446,22.808,22.4
7447,22.808,22.4
7448,22.808,22.4
7449,22.808,22.4
7450,22.808,22.4
7451,22.808,22.4
7452,22.808,22.4
7453,22.808,22.4
7454,22.808,22.4
7455,22.808,22.4
7456,22.806,22.4
7457,22.806,22.4
7458,22.806,22.4
7459,22.806,22.4
7460,22.806,22.4
7461,22.804,22.4
7462,22.802,22.4
7463,22.802,22.4
7464,22.802,22.4
7465,22.802,22.4
7466,22.8,22.4
7467,22.8,22.4
7468,22.8,22.4
7469,22.8,22.4
7470,22.8,22.4
7471,22.8,22.4
7472,22.798,22.4
7473,22.796,22.4
7474,22.794,22.4
7475,22.794,22.4
7476,22.794,22.4
7477,22.794,22.4
7478,22.792,22.4
7479,22.792,22.4
7480,22.792,22.4
7481,22.792,22.4
7482,22.792,22.4
7483,22.792,22.4
7484,22.792,22.4
7485,22.792,22.4
7486,22.792,22.4
7487,22.792,22.4
7488,22.792,22.4
7489,22.792,22.4
7490,22.792,22.4
7491,22.792,22.4
7492,22.792,22.4
7493,22.792,22.4
7494,22.792,22.4
7495,22.792,22.4
7496,22.792,22.4
7497,22.792,22.4
7498,22.792,22.4
7499,22.792,22.4
7500,22.792,22.4
7501,22.792,22.4
7502,22.792,22.4
7503,22.792,22.4
7504,22.792,22.4
7505,22.792,22.4
7506,22.792,22.4
7507,22.792,22.4
7508,22.792,22.4
7509,22.792,22.4
7510,22.792,22.4
7511,22.792,22.4
7512,22.792,22.4
7513,22.792,22.4
7514,22.792,22.4
7515,22.792,22.4
7516,22.792,22.4
7517,22.792,22.4
7518,22.792,22.4
7519,22.792,22.4
7520,22.792,22.4
7521,22.792,22.4
7522,22.792,22.4
7523,22.792,22.4
7524,22.792,22.4
7525,22.792,22.4
7526,22.792,22.4
7527,22.792,22.4
7528,22.792,22.4
7529,22.792,22.4
7530,22.792,22.4
7531,22.792,22.4
7532,22.792,22.4
7533,22.792,22.4
7534,22.792,22.4
7535,22.792,22.4
7536,22.792,22.4
7537,22.792,22.4
7538,22.792,22.4
7539,22.792,22.4
7540,22.792,22.4
7541,22.792,22.4
7542,22.792,22.4
7543,22.792,22.4
7544,22.792,22.4
7545,22.792,22.4
7546,22.792,22.4
7547,22.792,22.4
7548,22.792,22.4
7549,22.792,22.4
7550,22.792,22.4
7551,22.792,22.4
7552,22.792,22.4
7553,22.792,22.4
7554,22.792,22.4
7555,22.792,22.4
7556,22.792,22.4
7557,22.792,22.4
7558,22.792,22.4
7559,22.792,22.4
7560,22.792,22.4
7561,22.792,22.4
7562,22.792,22.4
7563,22.792,22.4
7564,22.792,22.4
7565,22.792,22.4
7566,22.792,22.4
7567,22.792,22.4
7568,22.792,22.4
7569,22.792,22.4
7570,22.792,22.4
7571,22.792,22.4
7572,22.792,22.4
7573,22.792,22.4
7574,22.792,22.4
7575,22.792,22.4
7576,22.792,22.4
7577,22.792,22.4
7578,22.792,22.4
7579,22.792,22.4
7580,22.792,22.4
7581,22.792,22.4
7582,22.792,22.4
7583,22.792,22.4
7584,22.792,22.4
7585,22.792,22.4
7586,22.792,22.4
7587,22.792,22.4
7588,22.792,22.4
7589,22.792,22.4
7590,22.792,22.4
7591,22.792,22.4
7592,22.792,22.4
7593,22.792,22.4
7594,22.792,22.4
7595,22.792,22.4
7596,22.792,22.4
7597,22.792,22.4
7598,22.792,22.4
7599,22.792,22.4
7600,22.792,22.4
7601,22.792,22.4
7602,22.792,22.4
7603,22.792,22.4
7604,22.792,22.4
7605,22.792,22.4
7606,22.792,22.4
7607,22.792,22.4
7608,22.792,22.4
7609,22.792,22.4
7610,22.792,22.4
7611,22.792,22.4
7612,22.792,22.4
7613,22.792,22.4
7614,22.792,22.4
7615,22.792,22.4
7616,22.792,22.4
7617,22.792,22.4
7618,22.792,22.4
7619,22.792,22.4
7620,22.792,22.4
7621,22.792,22.4
7622,22.792,22.4
7623,22.792,22.4
7624,22.792,22.4
7625,22.792,22.4
7626,22.792,22.4
7627,22.792,22.4
7628,22.792,22.4
7629,22.792,22.4
7630,22.792,22.4
7631,22.792,22.4
7632,22.792,22.4
7633,22.792,22.4
7634,22.792,22.4
7635,22.792,22.4
7636,22.792,22.4
7637,22.792,22.4
7638,22.792,22.4
7639,22.792,22.4
7640,22.792,22.4
7641,22.792,22.4
7642,22.792,22.4
7643,22.792,22.4
7644,22.792,22.4
7645,22.792,22.4
7646,22.792,22.4
7647,22.792,22.4
7648,22.792,22.4
7649,22.792,22.4
7650,22.792,22.4
7651,22.792,22.4
7652,22.792,22.4
7653,22.792,22.4
7654,22.792,22.4
7655,22.792,22.4
7656,22.792,22.4
7657,22.792,22.4
7658,22.792,22.4
7659,22.792,22.4
7660,22.792,22.4
7661,22.792,22.4
7662,22.792,22.4
7663,22.792,22.4
7664,22.792,22.4
7665,22.792,22.4
7666,22.792,22.4
7667,22.792,22.4
7668,22.792,22.4
7669,22.792,22.4
7670,22.792,22.4
7671,22.792,22.4
7672,22.792,22.4
7673,22.792,22.4
7674,22.792,22.4
7675,22.792,22.4
7676,22.792,22.4
7677,22.792,22.4
7678,22.792,22.4
7679,22.792,22.4
7680,22.792,22.4
7681,22.792,22.4
7682,22.792,22.4
7683,22.792,22.4
7684,22.792,22.4
7685,22.792,22.4
7686,22.792,22.4
7687,22.792,22.4
7688,22.792,22.4
7689,22.792,22.4
7690,22.792,22.4
7691,22.792,22.4
7692,22.792,22.4
7693,22.792,22.4
7694,22.792,22.4
7695,22.792,22.4
7696,22.792,22.4
7697,22.792,22.4
7698,22.792,22.4
7699,22.792,22.4
7700,22.792,22.4
7701,22.792,22.4
7702,22.792,22.4
7703,22.792,22.4
7704,22.792,22.4
7705,22.792,22.4
7706,22.792,22.4
7707,22.792,22.4
7708,22.792,22.4
7709,22.792,22.4
7710,22.792,22.4
7711,22.792,22.4
7712,22.792,22.4
7713,22.792,22.4
7714,22.792,22.4
7715,22.792,22.4
7716,22.792,22.4
7717,22.792,22.4
7718,22.792,22.4
7719,22.792,22.4
7720,22.792,22.4
7721,22.792,22.4
7722,22.792,22.4
7723,22.792,22.4
7724,22.792,22.4
7725,22.792,22.4
7726,22.792,22.4
7727,22.792,22.4
7728,22.792,22.4
7729,22.792,22.4
7730,22.792,22.4
7731,22.792,22.4
7732,22.792,22.4
7733,22.792,22.4
7734,22.792,22.4
7735,22.792,22.4
7736,22.792,22.4
7737,22.792,22.4
7738,22.792,22.4
7739,22.792,22.4
7740,22.792,22.4
7741,22.792,22.4
7742,22.792,22.4
7743,22.792,22.4
7744,22.792,22.4
7745,22.792,22.4
7746,22.792,22.4
7747,22.792,22.4
7748,22.792,22.4
7749,22.792,22.4
7750,22.792,22.4
7751,22.792,22.4
7752,22.792,22.4
7753,22.792,22.4
7754,22.792,22.4
7755,22.792,22.4
7756,22.792,22.4
7757,22.792,22.4
7758,22.792,22.4
7759,22.792,22.4
7760,22.792,22.4
7761,22.792,22.4
7762,22.792,22.4
7763,22.792,22.4
7764,22.792,22.4
7765,22.792,22.4
7766,22.792,22.4
7767,22.792,22.4
7768,22.792,22.4
7769,22.792,22.4
7770,22.792,22.4
7771,22.792,22.4
7772,22.792,22.4
7773,22.792,22.4
7774,22.792,22.4
7775,22.792,22.4
7776,22.792,22.4
7777,22.792,22.4
7778,22.792,22.4
7779,22.792,22.4
7780,22.792,22.4
7781,22.792,22.4
7782,22.792,22.4
7783,22.792,22.4
7784,22.792,22.4
7785,22.792,22.4
7786,22.792,22.4
7787,22.792,22.4
7788,22.792,22.4
7789,22.792,22.4
7790,22.792,22.4
7791,22.792,22.4
7792,22.792,22.4
7793,22.792,22.4
7794,22.792,22.4
7795,22.792,22.4
7796,22.792,22.4
7797,22.792,22.4
7798,22.792,22.4
7799,22.792,22.4
7800,22.792,22.4
7801,22.792,22.4
7802,22.792,22.4
7803,22.792,22.4
7804,22.792,22.4
7805,22.792,22.4
7806,22.792,22.4
7807,22.792,22.4
7808,22.792,22.4
7809,22.792,22.4
7810,22.792,22.4
7811,22.792,22.4
7812,22.792,22.4
7813,22.792,22.4
7814,22.792,22.4
7815,22.792,22.4
7816,22.792,22.4
7817,22.79,22.4
7818,22.79,22.4
7819,22.79,22.4
7820,22.79,22.4
7821,22.79,22.4
7822,22.79,22.4
7823,22.79,22.4
7824,22.79,22.4
7825,22.784,22.4
7826,22.784,22.4
7827,22.784,22.4
7828,22.784,22.4
7829,22.784,22.4
7830,22.784,22.4
7831,22.784,22.4
7832,22.784,22.4
7833,22.784,22.4
7834,22.784,22.4
7835,22.784,22.4
7836,22.784,22.4
7837,22.784,22.4
7838,22.784,22.4
7839,22.784,22.4
7840,22.784,22.4
7841,22.784,22.4
7842,22.784,22.4
7843,22.784,22.4
7844,22.784,22.4
7845,22.784,22.4
7846,22.784,22.4
7847,22.784,22.4
7848,22.784,22.4
7849,22.784,22.4
7850,22.784,22.4
7851,22.784,22.4
7852,22.784,22.4
7853,22.784,22.4
7854,22.784,22.4
7855,22.784,22.4
7856,22.784,22.4
7857,22.784,22.4
7858,22.784,22.4
7859,22.784,22.4
7860,22.784,22.4
7861,22.784,22.4
7862,22.784,22.4
7863,22.784,22.4
7864,22.784,22.4
7865,22.784,22.4
7866,22.784,22.4
7867,22.784,22.4
7868,22.784,22.4
7869,22.784,22.4
7870,22.784,22.4
7871,22.784,22.4
7872,22.784,22.4
7873,22.784,22.4
7874,22.784,22.4
7875,22.784,22.4
7876,22.784,22.4
7877,22.784,22.4
7878,22.784,22.4
7879,22.784,22.4
7880,22.784,22.4
7881,22.784,22.4
7882,22.784,22.4
7883,22.784,22.4
7884,22.784,22.4
7885,22.784,22.4
7886,22.784,22.4
7887,22.784,22.4
7888,22.784,22.4
7889,22.784,22.4
7890,22.784,22.4
7891,22.784,22.4
7892,22.784,22.4
7893,22.784,22.4
7894,22.784,22.4
7895,22.784,22.4
7896,22.784,22.4
7897,22.784,22.4
7898,22.784,22.4
7899,22.784,22.4
7900,22.784,22.4
7901,22.784,22.4
7902,22.784,22.4
7903,22.784,22.4
7904,22.784,22.4
7905,22.784,22.4
7906,22.784,22.4
7907,22.784,22.4
7908,22.784,22.4
7909,22.784,22.4
7910,22.784,22.4
7911,22.784,22.4
7912,22.784,22.4
7913,22.784,22.4
7914,22.784,22.4
7915,22.784,22.4
7916,22.784,22.4
7917,22.784,22.4
7918,22.784,22.4
7919,22.784,22.4
7920,22.784,22.4
7921,22.784,22.4
7922,22.784,22.4
7923,22.784,22.4
7924,22.784,22.4
7925,22.784,22.4
7926,22.784,22.4
7927,22.784,22.4
7928,22.784,22.4
7929,22.784,22.4
7930,22.784,22.4
7931,22.784,22.4
7932,22.784,22.4
7933,22.784,22.4
7934,22.784,22.4
7935,22.784,22.4
7936,22.784,22.4
7937,22.784,22.4
7938,22.784,22.4
7939,22.784,22.4
7940,22.784,22.4
7941,22.784,22.4
7942,22.784,22.4
7943,22.784,22.4
7944,22.784,22.4
7945,22.784,22.4
7946,22.784,22.4
7947,22.784,22.4
7948,22.784,22.4
7949,22.784,22.4
7950,22.784,22.4
7951,22.784,22.4
7952,22.784,22.4
7953,22.784,22.4
7954,22.784,22.4
7955,22.784,22.4
7956,22.784,22.4
7957,22.784,22.4
7958,22.784,22.4
7959,22.784,22.4
7960,22.784,22.4
7961,22.784,22.4
7962,22.784,22.4
7963,22.784,22.4
7964,22.784,22.4
7965,22.784,22.4
7966,22.784,22.4
7967,22.784,22.4
7968,22.784,22.4
7969,22.784,22.4
7970,22.784,22.4
7971,22.784,22.4
7972,22.784,22.4
7973,22.784,22.4
7974,22.778,22.4
7975,22.778,22.4
7976,22.778,22.4
7977,22.778,22.4
7978,22.778,22.4
7979,22.778,22.4
7980,22.778,22.4
7981,22.778,22.4
7982,22.778,22.4
7983,22.778,22.4
7984,22.778,22.4
7985,22.778,22.4
7986,22.778,22.4
7987,22.778,22.4
7988,22.778,22.4
7989,22.778,22.4
7990,22.778,22.4
7991,22.778,22.4
7992,22.778,22.4
7993,22.778,22.4
7994,22.778,22.4
7995,22.778,22.4
7996,22.778,22.4
7997,22.778,22.4
7998,22.778,22.4
7999,22.778,22.4
8000,22.778,22.4
8001,22.778,22.4
8002,22.778,22.4
8003,22.778,22.4
8004,22.778,22.4
8005,22.778,22.4
8006,22.778,22.4
8007,22.778,22.4
8008,22.778,22.4
8009,22.778,22.4
8010,22.778,22.4
8011,22.778,22.4
8012,22.778,22.4
8013,22.778,22.4
8014,22.778,22.4
8015,22.778,22.4
8016,22.778,22.4
8017,22.778,22.4
8018,22.778,22.4
8019,22.778,22.4
8020,22.778,22.4
8021,22.778,22.4
8022,22.778,22.4
8023,22.778,22.4
8024,22.778,22.4
8025,22.778,22.4
8026,22.778,22.4
8027,22.778,22.4
8028,22.778,22.4
8029,22.778,22.4
8030,22.778,22.4
8031,22.778,22.4
8032,22.778,22.4
8033,22.778,22.4
8034,22.778,22.4
8035,22.778,22.4
8036,22.778,22.4
8037,22.778,22.4
8038,22.778,22.4
8039,22.778,22.4
8040,22.778,22.4
8041,22.778,22.4
8042,22.778,22.4
8043,22.778,22.4
8044,22.778,22.4
8045,22.778,22.4
8046,22.778,22.4
8047,22.778,22.4
8048,22.778,22.4
8049,22.778,22.4
8050,22.778,22.4
8051,22.778,22.4
8052,22.778,22.4
8053,22.778,22.4
8054,22.778,22.4
8055,22.778,22.4
8056,22.778,22.4
8057,22.778,22.4
8058,22.778,22.4
8059,22.778,22.4
8060,22.778,22.4
8061,22.778,22.4
8062,22.778,22.4
8063,22.778,22.4
8064,22.778,22.4
8065,22.778,22.4
8066,22.778,22.4
8067,22.778,22.4
8068,22.778,22.4
8069,22.778,22.4
8070,22.778,22.4
8071,22.778,22.4
8072,22.778,22.4
8073,22.778,22.4
8074,22.778,22.4
8075,22.778,22.4
8076,22.778,22.4
8077,22.778,22.4
8078,22.778,22.4
8079,22.778,22.4
8080,22.778,22.4
8081,22.778,22.4
8082,22.778,22.4
8083,22.778,22.4
8084,22.778,22.4
8085,22.778,22.4
8086,22.778,22.4
8087,22.778,22.4
8088,22.778,22.4
8089,22.778,22.4
8090,22.778,22.4
8091,22.778,22.4
8092,22.778,22.4
8093,22.778,22.4
8094,22.778,22.4
8095,22.778,22.4
8096,22.778,22.4
8097,22.778,22.4
8098,22.778,22.4
8099,22.778,22.4
8100,22.778,22.4
8101,22.778,22.4
8102,22.778,22.4
8103,22.778,22.4
8104,22.778,22.4
8105,22.778,22.4
8106,22.778,22.4
8107,22.778,22.4
8108,22.778,22.4
8109,22.778,22.4
8110,22.778,22.4
8111,22.778,22.4
8112,22.778,22.4
8113,22.778,22.4
8114,22.778,22.4
8115,22.778,22.4
8116,22.778,22.4
8117,22.778,22.4
8118,22.778,22.4
8119,22.778,22.4
8120,22.778,22.4
8121,22.778,22.4
8122,22.778,22.4
8123,22.778,22.4
8124,22.778,22.4
8125,22.778,22.4
8126,22.778,22.4
8127,22.778,22.4
8128,22.778,22.4
8129,22.778,22.4
8130,22.778,22.4
8131,22.778,22.4
8132,22.778,22.4
8133,22.778,22.4
8134,22.778,22.4
8135,22.778,22.4
8136,22.778,22.4
8137,22.778,22.4
8138,22.778,22.4
8139,22.778,22.4
8140,22.778,22.4
8141,22.778,22.4
8142,22.778,22.4
8143,22.778,22.4
8144,22.778,22.4
8145,22.778,22.4
8146,22.778,22.4
8147,22.778,22.4
8148,22.778,22.4
8149,22.778,22.4
8150,22.778,22.4
8151,22.778,22.4
8152,22.778,22.4
8153,22.778,22.4
8154,22.778,22.4
8155,22.778,22.4
8156,22.778,22.4
8157,22.778,22.4
8158,22.778,22.4
8159,22.778,22.4
8160,22.778,22.4
8161,22.778,22.4
8162,22.778,22.4
8163,22.778,22.4
8164,22.778,22.4
8165,22.778,22.4
8166,22.778,22.4
8167,22.778,22.4
8168,22.778,22.4
8169,22.778,22.4
8170,22.778,22.4
8171,22.778,22.4
8172,22.778,22.4
8173,22.778,22.4
8174,22.778,22.4
8175,22.778,22.4
8176,22.778,22.4
8177,22.778,22.4
8178,22.778,22.4
8179,22.778,22.4
8180,22.778,22.4
8181,22.778,22.4
8182,22.778,22.4
8183,22.778,22.4
8184,22.778,22.4
8185,22.778,22.4
8186,22.778,22.4
8187,22.778,22.4
8188,22.778,22.4
8189,22.778,22.4
8190,22.778,22.4
8191,22.778,22.4
8192,22.778,22.4
8193,22.778,22.4
8194,22.778,22.4
8195,22.778,22.4
8196,22.778,22.4
8197,22.778,22.4
8198,22.778,22.4
8199,22.778,22.4
8200,22.778,22.4
8201,22.778,22.4
8202,22.778,22.4
8203,22.778,22.4
8204,22.778,22.4
8205,22.778,22.4
8206,22.778,22.4
8207,22.778,22.4
8208,22.778,22.4
8209,22.778,22.4
8210,22.778,22.4
8211,22.778,22.4
8212,22.778,22.4
8213,22.778,22.4
8214,22.778,22.4
8215,22.778,22.4
8216,22.778,22.4
8217,22.778,22.4
8218,22.778,22.4
8219,22.778,22.4
8220,22.778,22.4
8221,22.778,22.4
8222,22.778,22.4
8223,22.778,22.4
8224,22.778,22.4
8225,22.778,22.4
8226,22.778,22.4
8227,22.778,22.4
8228,22.778,22.4
8229,22.778,22.4
8230,22.778,22.4
8231,22.778,22.4
8232,22.778,22.4
8233,22.778,22.4
8234,22.778,22.4
8235,22.778,22.4
8236,22.778,22.4
8237,22.778,22.4
8238,22.778,22.4
8239,22.778,22.4
8240,22.778,22.4
8241,22.778,22.4
8242,22.778,22.4
8243,22.778,22.4
8244,22.778,22.4
8245,22.778,22.4
8246,22.778,22.4
8247,22.778,22.4
8248,22.778,22.4
8249,22.778,22.4
8250,22.778,22.4
8251,22.778,22.4
8252,22.778,22.4
8253,22.778,22.4
8254,22.778,22.4
8255,22.778,22.4
8256,22.778,22.4
8257,22.778,22.4
8258,22.778,22.4
8259,22.778,22.4
8260,22.778,22.4
8261,22.778,22.4
8262,22.778,22.4
8263,22.778,22.4
8264,22.778,22.4
8265,22.778,22.4
8266,22.778,22.4
8267,22.778,22.4
8268,22.778,22.4
8269,22.778,22.4
8270,22.778,22.4
8271,22.778,22.4
8272,22.778,22.4
8273,22.778,22.4
8274,22.778,22.4
8275,22.778,22.4
8276,22.778,22.4
8277,22.778,22.4
8278,22.778,22.4
8279,22.778,22.4
8280,22.778,22.4
8281,22.778,22.4
8282,22.778,22.4
8283,22.778,22.4
8284,22.778,22.4
8285,22.778,22.4
8286,22.778,22.4
8287,22.778,22.4
8288,22.778,22.4
8289,22.778,22.4
8290,22.778,22.4
8291,22.778,22.4
8292,22.778,22.4
8293,22.778,22.4
8294,22.778,22.4
8295,22.778,22.4
8296,22.778,22.4
8297,22.778,22.4
8298,22.778,22.4
8299,22.778,22.4
8300,22.778,22.4
8301,22.778,22.4
8302,22.778,22.4
8303,22.778,22.4
8304,22.778,22.4
8305,22.778,22.4
8306,22.778,22.4
8307,22.778,22.4
8308,22.778,22.4
8309,22.778,22.4
8310,22.778,22.4
8311,22.778,22.4
8312,22.778,22.4
8313,22.778,22.4
8314,22.778,22.4
8315,22.778,22.4
8316,22.778,22.4
8317,22.778,22.4
8318,22.778,22.4
8319,22.778,22.4
8320,22.778,22.4
8321,22.778,22.4
8322,22.778,22.4
8323,22.778,22.4
8324,22.778,22.4
8325,22.778,22.4
8326,22.778,22.4
8327,22.778,22.4
8328,22.778,22.4
8329,22.778,22.4
8330,22.778,22.4
8331,22.778,22.4
8332,22.778,22.4
8333,22.778,22.4
8334,22.778,22.4
8335,22.778,22.4
8336,22.778,22.4
8337,22.778,22.4
8338,22.778,22.4
8339,22.778,22.4
8340,22.778,22.4
8341,22.778,22.4
8342,22.778,22.4
8343,22.778,22.4
8344,22.778,22.4
8345,22.778,22.4
8346,22.778,22.4
8347,22.778,22.4
8348,22.778,22.4
8349,22.778,22.4
8350,22.778,22.4
8351,22.778,22.4
8352,22.778,22.4
8353,22.778,22.4
8354,22.778,22.4
8355,22.778,22.4
8356,22.778,22.4
8357,22.778,22.4
8358,22.778,22.4
8359,22.778,22.4
8360,22.778,22.4
8361,22.778,22.4
8362,22.778,22.4
8363,22.778,22.4
8364,22.778,22.4
8365,22.778,22.4
8366,22.778,22.4
8367,22.778,22.4
8368,22.778,22.4
8369,22.778,22.4
8370,22.778,22.4
8371,22.778,22.4
8372,22.778,22.4
8373,22.778,22.4
8374,22.778,22.4
8375,22.778,22.4
8376,22.778,22.4
8377,22.778,22.4
8378,22.778,22.4
8379,22.778,22.4
8380,22.778,22.4
8381,22.778,22.4
8382,22.778,22.4
8383,22.778,22.4
8384,22.778,22.4
8385,22.778,22.4
8386,22.778,22.4
8387,22.778,22.4
8388,22.778,22.4
8389,22.778,22.4
8390,22.778,22.4
8391,22.778,22.4
8392,22.778,22.4
8393,22.778,22.4
8394,22.778,22.4
8395,22.778,22.4
8396,22.778,22.4
8397,22.778,22.4
8398,22.778,22.4
8399,22.778,22.4
8400,22.778,22.4
8401,22.778,22.4
8402,22.778,22.4
8403,22.778,22.4
8404,22.778,22.4
8405,22.778,22.4
8406,22.778,22.4
8407,22.778,22.4
8408,22.778,22.4
8409,22.778,22.4
8410,22.778,22.4
8411,22.778,22.4
8412,22.778,22.4
8413,22.778,22.4
8414,22.778,22.4
8415,22.778,22.4
8416,22.778,22.4
8417,22.778,22.4
8418,22.778,22.4
8419,22.778,22.4
8420,22.778,22.4
8421,22.778,22.4
8422,22.778,22.4
8423,22.778,22.4
8424,22.778,22.4
8425,22.778,22.4
8426,22.778,22.4
8427,22.778,22.4
8428,22.778,22.4
8429,22.778,22.4
8430,22.778,22.4
8431,22.778,22.4
8432,22.778,22.4
8433,22.778,22.4
8434,22.778,22.4
8435,22.778,22.4
8436,22.778,22.4
8437,22.778,22.4
8438,22.778,22.4
8439,22.778,22.4
8440,22.778,22.4
8441,22.778,22.4
8442,22.778,22.4
8443,22.778,22.4
8444,22.778,22.4
8445,22.778,22.4
8446,22.778,22.4
8447,22.778,22.4
8448,22.778,22.4
8449,22.778,22.4
8450,22.778,22.4
8451,22.778,22.4
8452,22.778,22.4
8453,22.778,22.4
8454,22.778,22.4
8455,22.778,22.4
8456,22.778,22.4
8457,22.778,22.4
8458,22.778,22.4
8459,22.778,22.4
8460,22.778,22.4
8461,22.778,22.4
8462,22.778,22.4
8463,22.778,22.4
8464,22.778,22.4
8465,22.778,22.4
8466,22.778,22.4
8467,22.778,22.4
8468,22.778,22.4
8469,22.778,22.4
8470,22.778,22.4
8471,22.778,22.4
8472,22.778,22.4
8473,22.778,22.4
8474,22.778,22.4
8475,22.778,22.4
8476,22.778,22.4
8477,22.778,22.4
8478,22.778,22.4
8479,22.778,22.4
8480,22.778,22.4
8481,22.778,22.4
8482,22.778,22.4
8483,22.778,22.4
8484,22.778,22.4
8485,22.778,22.4
8486,22.778,22.4
8487,22.778,22.4
8488,22.778,22.4
8489,22.778,22.4
8490,22.778,22.4
8491,22.778,22.4
8492,22.778,22.4
8493,22.778,22.4
8494,22.778,22.4
8495,22.778,22.4
8496,22.778,22.4
8497,22.778,22.4
8498,22.778,22.4
8499,22.778,22.4
8500,22.778,22.4
8501,22.778,22.4
8502,22.778,22.4
8503,22.778,22.4
8504,22.778,22.4
8505,22.778,22.4
8506,22.778,22.4
8507,22.778,22.4
8508,22.774,22.4
8509,22.774,22.4
8510,22.774,22.4
8511,22.774,22.4
8512,22.774,22.4
8513,22.774,22.4
8514,22.774,22.4
8515,22.774,22.4
8516,22.774,22.4
8517,22.774,22.4
8518,22.774,22.4
8519,22.774,22.4
8520,22.774,22.4
8521,22.774,22.4
8522,22.774,22.4
8523,22.774,22.4
8524,22.774,22.4
8525,22.774,22.4
8526,22.774,22.4
8527,22.774,22.4
8528,22.774,22.4
8529,22.774,22.4
8530,22.774,22.4
8531,22.774,22.4
8532,22.774,22.4
8533,22.774,22.4
8534,22.774,22.4
8535,22.774,22.4
8536,22.774,22.4
8537,22.774,22.4
8538,22.774,22.4
8539,22.774,22.4
8540,22.774,22.4
8541,22.774,22.4
8542,22.774,22.4
8543,22.774,22.4
8544,22.774,22.4
8545,22.774,22.4
8546,22.774,22.4
8547,22.774,22.4
8548,22.774,22.4
8549,22.774,22.4
8550,22.774,22.4
8551,22.774,22.4
8552,22.774,22.4
8553,22.774,22.4
8554,22.774,22.4
8555,22.774,22.4
8556,22.774,22.4
8557,22.774,22.4
8558,22.774,22.4
8559,22.774,22.4
8560,22.774,22.4
8561,22.774,22.4
8562,22.774,22.4
8563,22.774,22.4
8564,22.774,22.4
8565,22.774,22.4
8566,22.774,22.4
8567,22.774,22.4
8568,22.774,22.4
8569,22.774,22.4
8570,22.774,22.4
8571,22.774,22.4
8572,22.774,22.4
8573,22.774,22.4
8574,22.774,22.4
8575,22.774,22.4
8576,22.774,22.4
8577,22.774,22.4
8578,22.774,22.4
8579,22.774,22.4
8580,22.774,22.4
8581,22.774,22.4
8582,22.774,22.4
8583,22.774,22.4
8584,22.774,22.4
8585,22.774,22.4
8586,22.774,22.4
8587,22.774,22.4
8588,22.774,22.4
8589,22.774,22.4
8590,22.774,22.4
8591,22.774,22.4
8592,22.774,22.4
8593,22.774,22.4
8594,22.774,22.4
8595,22.774,22.4
8596,22.774,22.4
8597,22.774,22.4
8598,22.774,22.4
8599,22.774,22.4
8600,22.774,22.4
8601,22.774,22.4
8602,22.774,22.4
8603,22.774,22.4
8604,22.774,22.4
8605,22.774,22.4
8606,22.774,22.4
8607,22.774,22.4
8608,22.774,22.4
8609,22.774,22.4
8610,22.774,22.4
8611,22.774,22.4
8612,22.774,22.4
8613,22.774,22.4
8614,22.774,22.4
8615,22.774,22.4
8616,22.774,22.4
8617,22.774,22.4
8618,22.774,22.4
8619,22.774,22.4
8620,22.774,22.4
8621,22.774,22.4
8622,22.774,22.4
8623,22.774,22.4
8624,22.774,22.4
8625,22.774,22.4
8626,22.774,22.4
8627,22.774,22.4
8628,22.774,22.4
8629,22.774,22.4
8630,22.774,22.4
8631,22.774,22.4
8632,22.774,22.4
8633,22.774,22.4
8634,22.774,22.4
8635,22.774,22.4
8636,22.774,22.4
8637,22.774,22.4
8638,22.774,22.4
8639,22.774,22.4
8640,22.774,22.4
8641,22.774,22.4
8642,22.774,22.4
8643,22.774,22.4
8644,22.774,22.4
8645,22.774,22.4
8646,22.774,22.4
8647,22.774,22.4
8648,22.774,22.4
8649,22.774,22.4
8650,22.774,22.4
8651,22.774,22.4
8652,22.774,22.4
8653,22.774,22.4
8654,22.774,22.4
8655,22.774,22.4
8656,22.774,22.4
8657,22.774,22.4
8658,22.774,22.4
8659,22.774,22.4
8660,22.774,22.4
8661,22.774,22.4
8662,22.774,22.4
8663,22.774,22.4
8664,22.774,22.4
8665,22.774,22.4
8666,22.774,22.4
8667,22.774,22.4
8668,22.774,22.4
8669,22.774,22.4
8670,22.774,22.4
8671,22.774,22.4
8672,22.774,22.4
8673,22.774,22.4
8674,22.774,22.4
8675,22.774,22.4
8676,22.774,22.4
8677,22.774,22.4
8678,22.774,22.4
8679,22.774,22.4
8680,22.774,22.4
8681,22.774,22.4
8682,22.774,22.4
8683,22.774,22.4
8684,22.774,22.4
8685,22.774,22.4
8686,22.774,22.4
8687,22.774,22.4
