Generation,Mean fitness,Best fitness
68487,21.7,21.7
68488,21.7,21.7
68489,21.7,21.7
68490,21.7,21.7
68491,21.7,21.7
68492,21.7,21.7
68493,21.7,21.7
68494,21.7,21.7
68495,21.7,21.7
68496,21.7,21.7
68497,21.7,21.7
68498,21.7,21.7
68499,21.7,21.7
68500,21.7,21.7
68501,21.7,21.7
68502,21.7,21.7
68503,21.7,21.7
68504,21.7,21.7
68505,21.7,21.7
68506,21.7,21.7
68507,21.7,21.7
68508,21.7,21.7
68509,21.7,21.7
68510,21.7,21.7
68511,21.7,21.7
68512,21.7,21.7
68513,21.7,21.7
68514,21.7,21.7
68515,21.7,21.7
68516,21.7,21.7
68517,21.7,21.7
68518,21.7,21.7
68519,21.7,21.7
68520,21.7,21.7
68521,21.7,21.7
68522,21.7,21.7
68523,21.7,21.7
68524,21.7,21.7
68525,21.7,21.7
68526,21.7,21.7
68527,21.7,21.7
68528,21.7,21.7
68529,21.7,21.7
68530,21.7,21.7
68531,21.7,21.7
68532,21.7,21.7
68533,21.7,21.7
68534,21.7,21.7
68535,21.7,21.7
68536,21.7,21.7
68537,21.7,21.7
68538,21.7,21.7
68539,21.7,21.7
68540,21.7,21.7
68541,21.7,21.7
68542,21.7,21.7
68543,21.7,21.7
68544,21.7,21.7
68545,21.7,21.7
68546,21.7,21.7
68547,21.7,21.7
68548,21.7,21.7
68549,21.7,21.7
68550,21.7,21.7
68551,21.7,21.7
68552,21.7,21.7
68553,21.7,21.7
68554,21.7,21.7
68555,21.7,21.7
68556,21.7,21.7
68557,21.7,21.7
68558,21.7,21.7
68559,21.7,21.7
68560,21.7,21.7
68561,21.7,21.7
68562,21.7,21.7
68563,21.7,21.7
68564,21.7,21.7
68565,21.7,21.7
68566,21.7,21.7
68567,21.7,21.7
68568,21.7,21.7
68569,21.7,21.7
68570,21.7,21.7
68571,21.7,21.7
68572,21.7,21.7
68573,21.7,21.7
68574,21.7,21.7
68575,21.7,21.7
68576,21.7,21.7
68577,21.7,21.7
68578,21.7,21.7
68579,21.7,21.7
68580,21.7,21.7
68581,21.7,21.7
68582,21.7,21.7
68583,21.7,21.7
68584,21.7,21.7
68585,21.7,21.7
68586,21.7,21.7
68587,21.7,21.7
68588,21.7,21.7
68589,21.7,21.7
68590,21.7,21.7
68591,21.7,21.7
68592,21.7,21.7
68593,21.7,21.7
68594,21.7,21.7
68595,21.7,21.7
68596,21.7,21.7
68597,21.7,21.7
68598,21.7,21.7
68599,21.7,21.7
68600,21.7,21.7
68601,21.7,21.7
68602,21.7,21.7
68603,21.7,21.7
68604,21.7,21.7
68605,21.7,21.7
68606,21.7,21.7
68607,21.7,21.7
68608,21.7,21.7
68609,21.7,21.7
68610,21.7,21.7
68611,21.7,21.7
68612,21.7,21.7
68613,21.7,21.7
68614,21.7,21.7
68615,21.7,21.7
68616,21.7,21.7
68617,21.7,21.7
68618,21.7,21.7
68619,21.7,21.7
68620,21.7,21.7
68621,21.7,21.7
68622,21.7,21.7
68623,21.7,21.7
68624,21.7,21.7
68625,21.7,21.7
68626,21.7,21.7
68627,21.7,21.7
68628,21.7,21.7
68629,21.7,21.7
68630,21.7,21.7
68631,21.7,21.7
68632,21.7,21.7
68633,21.7,21.7
68634,21.7,21.7
68635,21.7,21.7
68636,21.7,21.7
68637,21.7,21.7
68638,21.7,21.7
68639,21.7,21.7
68640,21.7,21.7
68641,21.7,21.7
68642,21.7,21.7
68643,21.7,21.7
68644,21.7,21.7
68645,21.7,21.7
68646,21.7,21.7
68647,21.7,21.7
68648,21.7,21.7
68649,21.7,21.7
68650,21.7,21.7
68651,21.7,21.7
68652,21.7,21.7
68653,21.7,21.7
68654,21.7,21.7
68655,21.7,21.7
68656,21.7,21.7
68657,21.7,21.7
68658,21.7,21.7
68659,21.7,21.7
68660,21.7,21.7
68661,21.7,21.7
68662,21.7,21.7
68663,21.7,21.7
68664,21.7,21.7
68665,21.7,21.7
68666,21.7,21.7
68667,21.7,21.7
68668,21.7,21.7
68669,21.7,21.7
68670,21.7,21.7
68671,21.7,21.7
68672,21.7,21.7
68673,21.7,21.7
68674,21.7,21.7
68675,21.7,21.7
68676,21.7,21.7
68677,21.7,21.7
68678,21.7,21.7
68679,21.7,21.7
68680,21.7,21.7
68681,21.7,21.7
68682,21.7,21.7
68683,21.7,21.7
68684,21.7,21.7
68685,21.7,21.7
68686,21.7,21.7
68687,21.7,21.7
68688,21.7,21.7
68689,21.7,21.7
68690,21.7,21.7
68691,21.7,21.7
68692,21.7,21.7
68693,21.7,21.7
68694,21.7,21.7
68695,21.7,21.7
68696,21.7,21.7
68697,21.7,21.7
68698,21.7,21.7
68699,21.7,21.7
68700,21.7,21.7
68701,21.7,21.7
68702,21.7,21.7
68703,21.7,21.7
68704,21.7,21.7
68705,21.7,21.7
68706,21.7,21.7
68707,21.7,21.7
68708,21.7,21.7
68709,21.7,21.7
68710,21.7,21.7
68711,21.7,21.7
68712,21.7,21.7
68713,21.7,21.7
68714,21.7,21.7
68715,21.7,21.7
68716,21.7,21.7
68717,21.7,21.7
68718,21.7,21.7
68719,21.7,21.7
68720,21.7,21.7
68721,21.7,21.7
68722,21.7,21.7
68723,21.7,21.7
68724,21.7,21.7
68725,21.7,21.7
68726,21.7,21.7
68727,21.7,21.7
68728,21.7,21.7
68729,21.7,21.7
68730,21.7,21.7
68731,21.7,21.7
68732,21.7,21.7
68733,21.7,21.7
68734,21.7,21.7
68735,21.7,21.7
68736,21.7,21.7
68737,21.7,21.7
68738,21.7,21.7
68739,21.7,21.7
68740,21.7,21.7
68741,21.7,21.7
68742,21.7,21.7
68743,21.7,21.7
68744,21.7,21.7
68745,21.7,21.7
68746,21.7,21.7
68747,21.7,21.7
68748,21.7,21.7
68749,21.7,21.7
68750,21.7,21.7
68751,21.7,21.7
68752,21.7,21.7
68753,21.7,21.7
68754,21.7,21.7
68755,21.7,21.7
68756,21.7,21.7
68757,21.7,21.7
68758,21.7,21.7
68759,21.7,21.7
68760,21.7,21.7
68761,21.7,21.7
68762,21.7,21.7
68763,21.7,21.7
68764,21.7,21.7
68765,21.7,21.7
68766,21.7,21.7
68767,21.7,21.7
68768,21.7,21.7
68769,21.7,21.7
68770,21.7,21.7
68771,21.7,21.7
68772,21.7,21.7
68773,21.7,21.7
68774,21.7,21.7
68775,21.7,21.7
68776,21.7,21.7
68777,21.7,21.7
68778,21.7,21.7
68779,21.7,21.7
68780,21.7,21.7
68781,21.7,21.7
68782,21.7,21.7
68783,21.7,21.7
68784,21.7,21.7
68785,21.7,21.7
68786,21.7,21.7
68787,21.7,21.7
68788,21.7,21.7
68789,21.7,21.7
68790,21.7,21.7
68791,21.7,21.7
68792,21.7,21.7
68793,21.7,21.7
68794,21.7,21.7
68795,21.7,21.7
68796,21.7,21.7
68797,21.7,21.7
68798,21.7,21.7
68799,21.7,21.7
68800,21.7,21.7
68801,21.7,21.7
68802,21.7,21.7
68803,21.7,21.7
68804,21.7,21.7
68805,21.7,21.7
68806,21.7,21.7
68807,21.7,21.7
68808,21.7,21.7
68809,21.7,21.7
68810,21.7,21.7
68811,21.7,21.7
68812,21.7,21.7
68813,21.7,21.7
68814,21.7,21.7
68815,21.7,21.7
68816,21.7,21.7
68817,21.7,21.7
68818,21.7,21.7
68819,21.7,21.7
68820,21.7,21.7
68821,21.7,21.7
68822,21.7,21.7
68823,21.7,21.7
68824,21.7,21.7
68825,21.7,21.7
68826,21.7,21.7
68827,21.7,21.7
68828,21.7,21.7
68829,21.7,21.7
68830,21.7,21.7
68831,21.7,21.7
68832,21.7,21.7
68833,21.7,21.7
68834,21.7,21.7
68835,21.7,21.7
68836,21.7,21.7
68837,21.7,21.7
68838,21.7,21.7
68839,21.7,21.7
68840,21.7,21.7
68841,21.7,21.7
68842,21.7,21.7
68843,21.7,21.7
68844,21.7,21.7
68845,21.7,21.7
68846,21.7,21.7
68847,21.7,21.7
68848,21.7,21.7
68849,21.7,21.7
68850,21.7,21.7
68851,21.7,21.7
68852,21.7,21.7
68853,21.7,21.7
68854,21.7,21.7
68855,21.7,21.7
68856,21.7,21.7
68857,21.7,21.7
68858,21.7,21.7
68859,21.7,21.7
68860,21.7,21.7
68861,21.7,21.7
68862,21.7,21.7
68863,21.7,21.7
68864,21.7,21.7
68865,21.7,21.7
68866,21.7,21.7
68867,21.7,21.7
68868,21.7,21.7
68869,21.7,21.7
68870,21.7,21.7
68871,21.7,21.7
68872,21.7,21.7
68873,21.7,21.7
68874,21.7,21.7
68875,21.7,21.7
68876,21.7,21.7
68877,21.7,21.7
68878,21.7,21.7
68879,21.7,21.7
68880,21.7,21.7
68881,21.7,21.7
68882,21.7,21.7
68883,21.7,21.7
68884,21.7,21.7
68885,21.7,21.7
68886,21.7,21.7
68887,21.7,21.7
68888,21.7,21.7
68889,21.7,21.7
68890,21.7,21.7
68891,21.7,21.7
68892,21.7,21.7
68893,21.7,21.7
68894,21.7,21.7
68895,21.7,21.7
68896,21.7,21.7
68897,21.7,21.7
68898,21.7,21.7
68899,21.7,21.7
68900,21.7,21.7
68901,21.7,21.7
68902,21.7,21.7
68903,21.7,21.7
68904,21.7,21.7
68905,21.7,21.7
68906,21.7,21.7
68907,21.7,21.7
68908,21.7,21.7
68909,21.7,21.7
68910,21.7,21.7
68911,21.7,21.7
68912,21.7,21.7
68913,21.7,21.7
68914,21.7,21.7
68915,21.7,21.7
68916,21.7,21.7
68917,21.7,21.7
68918,21.7,21.7
68919,21.7,21.7
68920,21.7,21.7
68921,21.7,21.7
68922,21.7,21.7
68923,21.7,21.7
68924,21.7,21.7
68925,21.7,21.7
68926,21.7,21.7
68927,21.7,21.7
68928,21.7,21.7
68929,21.7,21.7
68930,21.7,21.7
68931,21.7,21.7
68932,21.7,21.7
68933,21.7,21.7
68934,21.7,21.7
68935,21.7,21.7
68936,21.7,21.7
68937,21.7,21.7
68938,21.7,21.7
68939,21.7,21.7
68940,21.7,21.7
68941,21.7,21.7
68942,21.7,21.7
68943,21.7,21.7
68944,21.7,21.7
68945,21.7,21.7
68946,21.7,21.7
68947,21.7,21.7
68948,21.7,21.7
68949,21.7,21.7
68950,21.7,21.7
68951,21.7,21.7
68952,21.7,21.7
68953,21.7,21.7
68954,21.7,21.7
68955,21.7,21.7
68956,21.7,21.7
68957,21.7,21.7
68958,21.7,21.7
68959,21.7,21.7
68960,21.7,21.7
68961,21.7,21.7
68962,21.7,21.7
68963,21.7,21.7
68964,21.7,21.7
68965,21.7,21.7
68966,21.7,21.7
68967,21.7,21.7
68968,21.7,21.7
68969,21.7,21.7
68970,21.7,21.7
68971,21.7,21.7
68972,21.7,21.7
68973,21.7,21.7
68974,21.7,21.7
68975,21.7,21.7
68976,21.7,21.7
68977,21.7,21.7
68978,21.7,21.7
68979,21.7,21.7
68980,21.7,21.7
68981,21.7,21.7
68982,21.7,21.7
68983,21.7,21.7
68984,21.7,21.7
68985,21.7,21.7
68986,21.7,21.7
68987,21.7,21.7
68988,21.7,21.7
68989,21.7,21.7
68990,21.7,21.7
68991,21.7,21.7
68992,21.7,21.7
68993,21.7,21.7
68994,21.7,21.7
68995,21.7,21.7
68996,21.7,21.7
68997,21.7,21.7
68998,21.7,21.7
68999,21.7,21.7
69000,21.7,21.7
69001,21.7,21.7
69002,21.7,21.7
69003,21.7,21.7
69004,21.7,21.7
69005,21.7,21.7
69006,21.7,21.7
69007,21.7,21.7
69008,21.7,21.7
69009,21.7,21.7
69010,21.7,21.7
69011,21.7,21.7
69012,21.7,21.7
69013,21.7,21.7
69014,21.7,21.7
69015,21.7,21.7
69016,21.7,21.7
69017,21.7,21.7
69018,21.7,21.7
69019,21.7,21.7
69020,21.7,21.7
69021,21.7,21.7
69022,21.7,21.7
69023,21.7,21.7
69024,21.7,21.7
69025,21.7,21.7
69026,21.7,21.7
69027,21.7,21.7
69028,21.7,21.7
69029,21.7,21.7
69030,21.7,21.7
69031,21.7,21.7
69032,21.7,21.7
69033,21.7,21.7
69034,21.7,21.7
69035,21.7,21.7
69036,21.7,21.7
69037,21.7,21.7
69038,21.7,21.7
69039,21.7,21.7
69040,21.7,21.7
69041,21.7,21.7
69042,21.7,21.7
69043,21.7,21.7
69044,21.7,21.7
69045,21.7,21.7
69046,21.7,21.7
69047,21.7,21.7
69048,21.7,21.7
69049,21.7,21.7
69050,21.7,21.7
69051,21.7,21.7
69052,21.7,21.7
69053,21.7,21.7
69054,21.7,21.7
69055,21.7,21.7
69056,21.7,21.7
69057,21.7,21.7
69058,21.7,21.7
69059,21.7,21.7
69060,21.7,21.7
69061,21.7,21.7
69062,21.7,21.7
69063,21.7,21.7
69064,21.7,21.7
69065,21.7,21.7
69066,21.7,21.7
69067,21.7,21.7
69068,21.7,21.7
69069,21.7,21.7
69070,21.7,21.7
69071,21.7,21.7
69072,21.7,21.7
69073,21.7,21.7
69074,21.7,21.7
69075,21.7,21.7
69076,21.7,21.7
69077,21.7,21.7
69078,21.7,21.7
69079,21.7,21.7
69080,21.7,21.7
69081,21.7,21.7
69082,21.7,21.7
69083,21.7,21.7
69084,21.7,21.7
69085,21.7,21.7
69086,21.7,21.7
69087,21.7,21.7
69088,21.7,21.7
69089,21.7,21.7
69090,21.7,21.7
69091,21.7,21.7
69092,21.7,21.7
69093,21.7,21.7
69094,21.7,21.7
69095,21.7,21.7
69096,21.7,21.7
69097,21.7,21.7
69098,21.7,21.7
69099,21.7,21.7
69100,21.7,21.7
69101,21.7,21.7
69102,21.7,21.7
69103,21.7,21.7
69104,21.7,21.7
69105,21.7,21.7
69106,21.7,21.7
69107,21.7,21.7
69108,21.7,21.7
69109,21.7,21.7
69110,21.7,21.7
69111,21.7,21.7
69112,21.7,21.7
69113,21.7,21.7
69114,21.7,21.7
69115,21.7,21.7
69116,21.7,21.7
69117,21.7,21.7
69118,21.7,21.7
69119,21.7,21.7
69120,21.7,21.7
69121,21.7,21.7
69122,21.7,21.7
69123,21.7,21.7
69124,21.7,21.7
69125,21.7,21.7
69126,21.7,21.7
69127,21.7,21.7
69128,21.7,21.7
69129,21.7,21.7
69130,21.7,21.7
69131,21.7,21.7
69132,21.7,21.7
69133,21.7,21.7
69134,21.7,21.7
69135,21.7,21.7
69136,21.7,21.7
69137,21.7,21.7
69138,21.7,21.7
69139,21.7,21.7
69140,21.7,21.7
69141,21.7,21.7
69142,21.7,21.7
69143,21.7,21.7
69144,21.7,21.7
69145,21.7,21.7
69146,21.7,21.7
69147,21.7,21.7
69148,21.7,21.7
69149,21.7,21.7
69150,21.7,21.7
69151,21.7,21.7
69152,21.7,21.7
69153,21.7,21.7
69154,21.7,21.7
69155,21.7,21.7
69156,21.7,21.7
69157,21.7,21.7
69158,21.7,21.7
69159,21.7,21.7
69160,21.7,21.7
69161,21.7,21.7
69162,21.7,21.7
69163,21.7,21.7
69164,21.7,21.7
69165,21.7,21.7
69166,21.7,21.7
69167,21.7,21.7
69168,21.7,21.7
69169,21.7,21.7
69170,21.7,21.7
69171,21.7,21.7
69172,21.7,21.7
69173,21.7,21.7
69174,21.7,21.7
69175,21.7,21.7
69176,21.7,21.7
69177,21.7,21.7
69178,21.7,21.7
69179,21.7,21.7
69180,21.7,21.7
69181,21.7,21.7
69182,21.7,21.7
69183,21.7,21.7
69184,21.7,21.7
69185,21.7,21.7
69186,21.7,21.7
69187,21.7,21.7
69188,21.7,21.7
69189,21.7,21.7
69190,21.7,21.7
69191,21.7,21.7
69192,21.7,21.7
69193,21.7,21.7
69194,21.7,21.7
69195,21.7,21.7
69196,21.7,21.7
69197,21.7,21.7
69198,21.7,21.7
69199,21.7,21.7
69200,21.7,21.7
69201,21.7,21.7
69202,21.7,21.7
69203,21.7,21.7
69204,21.7,21.7
69205,21.7,21.7
69206,21.7,21.7
69207,21.7,21.7
69208,21.7,21.7
69209,21.7,21.7
69210,21.7,21.7
69211,21.7,21.7
69212,21.7,21.7
69213,21.7,21.7
69214,21.7,21.7
69215,21.7,21.7
69216,21.7,21.7
69217,21.7,21.7
69218,21.7,21.7
69219,21.7,21.7
69220,21.7,21.7
69221,21.7,21.7
69222,21.7,21.7
69223,21.7,21.7
69224,21.7,21.7
69225,21.7,21.7
69226,21.7,21.7
69227,21.7,21.7
69228,21.7,21.7
69229,21.7,21.7
69230,21.7,21.7
69231,21.7,21.7
69232,21.7,21.7
69233,21.7,21.7
69234,21.7,21.7
69235,21.7,21.7
69236,21.7,21.7
69237,21.7,21.7
69238,21.7,21.7
69239,21.7,21.7
69240,21.7,21.7
69241,21.7,21.7
69242,21.7,21.7
69243,21.7,21.7
69244,21.7,21.7
69245,21.7,21.7
69246,21.7,21.7
69247,21.7,21.7
69248,21.7,21.7
69249,21.7,21.7
69250,21.7,21.7
69251,21.7,21.7
69252,21.7,21.7
69253,21.7,21.7
69254,21.7,21.7
69255,21.7,21.7
69256,21.7,21.7
69257,21.7,21.7
69258,21.7,21.7
69259,21.7,21.7
69260,21.7,21.7
69261,21.7,21.7
69262,21.7,21.7
69263,21.7,21.7
69264,21.7,21.7
69265,21.7,21.7
69266,21.7,21.7
69267,21.7,21.7
69268,21.7,21.7
69269,21.7,21.7
69270,21.7,21.7
69271,21.7,21.7
69272,21.7,21.7
69273,21.7,21.7
69274,21.7,21.7
69275,21.7,21.7
69276,21.7,21.7
69277,21.7,21.7
69278,21.7,21.7
69279,21.7,21.7
69280,21.7,21.7
69281,21.7,21.7
69282,21.7,21.7
69283,21.7,21.7
69284,21.7,21.7
69285,21.7,21.7
69286,21.7,21.7
69287,21.7,21.7
69288,21.7,21.7
69289,21.7,21.7
69290,21.7,21.7
69291,21.7,21.7
69292,21.7,21.7
69293,21.7,21.7
69294,21.7,21.7
69295,21.7,21.7
69296,21.7,21.7
69297,21.7,21.7
69298,21.7,21.7
69299,21.7,21.7
69300,21.7,21.7
69301,21.7,21.7
69302,21.7,21.7
69303,21.7,21.7
69304,21.7,21.7
69305,21.7,21.7
69306,21.7,21.7
69307,21.7,21.7
69308,21.7,21.7
69309,21.7,21.7
69310,21.7,21.7
69311,21.7,21.7
69312,21.7,21.7
69313,21.7,21.7
69314,21.7,21.7
69315,21.7,21.7
69316,21.7,21.7
69317,21.7,21.7
69318,21.7,21.7
69319,21.7,21.7
69320,21.7,21.7
69321,21.7,21.7
69322,21.7,21.7
69323,21.7,21.7
69324,21.7,21.7
69325,21.7,21.7
69326,21.7,21.7
69327,21.7,21.7
69328,21.7,21.7
69329,21.7,21.7
69330,21.7,21.7
69331,21.7,21.7
69332,21.7,21.7
69333,21.7,21.7
69334,21.7,21.7
69335,21.7,21.7
69336,21.7,21.7
69337,21.7,21.7
69338,21.7,21.7
69339,21.7,21.7
69340,21.7,21.7
69341,21.7,21.7
69342,21.7,21.7
69343,21.7,21.7
69344,21.7,21.7
69345,21.7,21.7
69346,21.7,21.7
69347,21.7,21.7
69348,21.7,21.7
69349,21.7,21.7
69350,21.7,21.7
69351,21.7,21.7
69352,21.7,21.7
69353,21.7,21.7
69354,21.7,21.7
69355,21.7,21.7
69356,21.7,21.7
69357,21.7,21.7
69358,21.7,21.7
69359,21.7,21.7
69360,21.7,21.7
69361,21.7,21.7
69362,21.7,21.7
69363,21.7,21.7
69364,21.7,21.7
69365,21.7,21.7
69366,21.7,21.7
69367,21.7,21.7
69368,21.7,21.7
69369,21.7,21.7
69370,21.7,21.7
69371,21.7,21.7
69372,21.7,21.7
69373,21.7,21.7
69374,21.7,21.7
69375,21.7,21.7
69376,21.7,21.7
69377,21.7,21.7
69378,21.7,21.7
69379,21.7,21.7
69380,21.7,21.7
69381,21.7,21.7
69382,21.7,21.7
69383,21.7,21.7
69384,21.7,21.7
69385,21.7,21.7
69386,21.7,21.7
69387,21.7,21.7
69388,21.7,21.7
69389,21.7,21.7
69390,21.7,21.7
69391,21.7,21.7
69392,21.7,21.7
69393,21.7,21.7
69394,21.7,21.7
69395,21.7,21.7
69396,21.7,21.7
69397,21.7,21.7
69398,21.7,21.7
69399,21.7,21.7
69400,21.7,21.7
69401,21.7,21.7
69402,21.7,21.7
69403,21.7,21.7
69404,21.7,21.7
69405,21.7,21.7
69406,21.7,21.7
69407,21.7,21.7
69408,21.7,21.7
69409,21.7,21.7
69410,21.7,21.7
69411,21.7,21.7
69412,21.7,21.7
69413,21.7,21.7
69414,21.7,21.7
69415,21.7,21.7
69416,21.7,21.7
69417,21.7,21.7
69418,21.7,21.7
69419,21.7,21.7
69420,21.7,21.7
69421,21.7,21.7
69422,21.7,21.7
69423,21.7,21.7
69424,21.7,21.7
69425,21.7,21.7
69426,21.7,21.7
69427,21.7,21.7
69428,21.7,21.7
69429,21.7,21.7
69430,21.7,21.7
69431,21.7,21.7
69432,21.7,21.7
69433,21.7,21.7
69434,21.7,21.7
69435,21.7,21.7
69436,21.7,21.7
69437,21.7,21.7
69438,21.7,21.7
69439,21.7,21.7
69440,21.7,21.7
69441,21.7,21.7
69442,21.7,21.7
69443,21.7,21.7
69444,21.7,21.7
69445,21.7,21.7
69446,21.7,21.7
69447,21.7,21.7
69448,21.7,21.7
69449,21.7,21.7
69450,21.7,21.7
69451,21.7,21.7
69452,21.7,21.7
69453,21.7,21.7
69454,21.7,21.7
69455,21.7,21.7
69456,21.7,21.7
69457,21.7,21.7
69458,21.7,21.7
69459,21.7,21.7
69460,21.7,21.7
69461,21.7,21.7
69462,21.7,21.7
69463,21.7,21.7
69464,21.7,21.7
69465,21.7,21.7
69466,21.7,21.7
69467,21.7,21.7
69468,21.7,21.7
69469,21.7,21.7
69470,21.7,21.7
69471,21.7,21.7
69472,21.7,21.7
69473,21.7,21.7
69474,21.7,21.7
69475,21.7,21.7
69476,21.7,21.7
69477,21.7,21.7
69478,21.7,21.7
69479,21.7,21.7
69480,21.7,21.7
69481,21.7,21.7
69482,21.7,21.7
69483,21.7,21.7
69484,21.7,21.7
69485,21.7,21.7
69486,21.7,21.7
69487,21.7,21.7
69488,21.7,21.7
69489,21.7,21.7
69490,21.7,21.7
69491,21.7,21.7
69492,21.7,21.7
69493,21.7,21.7
69494,21.7,21.7
69495,21.7,21.7
69496,21.7,21.7
69497,21.7,21.7
69498,21.7,21.7
69499,21.7,21.7
69500,21.7,21.7
69501,21.7,21.7
69502,21.7,21.7
69503,21.7,21.7
69504,21.7,21.7
69505,21.7,21.7
69506,21.7,21.7
69507,21.7,21.7
69508,21.7,21.7
69509,21.7,21.7
69510,21.7,21.7
69511,21.7,21.7
69512,21.7,21.7
69513,21.7,21.7
69514,21.7,21.7
69515,21.7,21.7
69516,21.7,21.7
69517,21.7,21.7
69518,21.7,21.7
69519,21.7,21.7
69520,21.7,21.7
69521,21.7,21.7
69522,21.7,21.7
69523,21.7,21.7
69524,21.7,21.7
69525,21.7,21.7
69526,21.7,21.7
69527,21.7,21.7
69528,21.7,21.7
69529,21.7,21.7
69530,21.7,21.7
69531,21.7,21.7
69532,21.7,21.7
69533,21.7,21.7
69534,21.7,21.7
69535,21.7,21.7
69536,21.7,21.7
69537,21.7,21.7
69538,21.7,21.7
69539,21.7,21.7
69540,21.7,21.7
69541,21.7,21.7
69542,21.7,21.7
69543,21.7,21.7
69544,21.7,21.7
69545,21.7,21.7
69546,21.7,21.7
69547,21.7,21.7
69548,21.7,21.7
69549,21.7,21.7
69550,21.7,21.7
69551,21.7,21.7
69552,21.7,21.7
69553,21.7,21.7
69554,21.7,21.7
69555,21.7,21.7
69556,21.7,21.7
69557,21.7,21.7
69558,21.7,21.7
69559,21.7,21.7
69560,21.7,21.7
69561,21.7,21.7
69562,21.7,21.7
69563,21.7,21.7
69564,21.7,21.7
69565,21.7,21.7
69566,21.7,21.7
69567,21.7,21.7
69568,21.7,21.7
69569,21.7,21.7
69570,21.7,21.7
69571,21.7,21.7
69572,21.7,21.7
69573,21.7,21.7
69574,21.7,21.7
69575,21.7,21.7
69576,21.7,21.7
69577,21.7,21.7
69578,21.7,21.7
69579,21.7,21.7
69580,21.7,21.7
69581,21.7,21.7
69582,21.7,21.7
69583,21.7,21.7
69584,21.7,21.7
69585,21.7,21.7
69586,21.7,21.7
69587,21.7,21.7
69588,21.7,21.7
69589,21.7,21.7
69590,21.7,21.7
69591,21.7,21.7
69592,21.7,21.7
69593,21.7,21.7
69594,21.7,21.7
69595,21.7,21.7
69596,21.7,21.7
69597,21.7,21.7
69598,21.7,21.7
69599,21.7,21.7
69600,21.7,21.7
69601,21.7,21.7
69602,21.7,21.7
69603,21.7,21.7
69604,21.7,21.7
69605,21.7,21.7
69606,21.7,21.7
69607,21.7,21.7
69608,21.7,21.7
69609,21.7,21.7
69610,21.7,21.7
69611,21.7,21.7
69612,21.7,21.7
69613,21.7,21.7
69614,21.7,21.7
69615,21.7,21.7
69616,21.7,21.7
69617,21.7,21.7
69618,21.7,21.7
69619,21.7,21.7
69620,21.7,21.7
69621,21.7,21.7
69622,21.7,21.7
69623,21.7,21.7
69624,21.7,21.7
69625,21.7,21.7
69626,21.7,21.7
69627,21.7,21.7
69628,21.7,21.7
69629,21.7,21.7
69630,21.7,21.7
69631,21.7,21.7
69632,21.7,21.7
69633,21.7,21.7
69634,21.7,21.7
69635,21.7,21.7
69636,21.7,21.7
69637,21.7,21.7
69638,21.7,21.7
69639,21.7,21.7
69640,21.7,21.7
69641,21.7,21.7
69642,21.7,21.7
69643,21.7,21.7
69644,21.7,21.7
69645,21.7,21.7
69646,21.7,21.7
69647,21.7,21.7
69648,21.7,21.7
69649,21.7,21.7
69650,21.7,21.7
69651,21.7,21.7
69652,21.7,21.7
69653,21.7,21.7
69654,21.7,21.7
69655,21.7,21.7
69656,21.7,21.7
69657,21.7,21.7
69658,21.7,21.7
69659,21.7,21.7
69660,21.7,21.7
69661,21.7,21.7
69662,21.7,21.7
69663,21.7,21.7
69664,21.7,21.7
69665,21.7,21.7
69666,21.7,21.7
69667,21.7,21.7
69668,21.7,21.7
69669,21.7,21.7
69670,21.7,21.7
69671,21.7,21.7
69672,21.7,21.7
69673,21.7,21.7
69674,21.7,21.7
69675,21.7,21.7
69676,21.7,21.7
69677,21.7,21.7
69678,21.7,21.7
69679,21.7,21.7
69680,21.7,21.7
69681,21.7,21.7
69682,21.7,21.7
69683,21.7,21.7
69684,21.7,21.7
69685,21.7,21.7
69686,21.7,21.7
69687,21.7,21.7
69688,21.7,21.7
69689,21.7,21.7
69690,21.7,21.7
69691,21.7,21.7
69692,21.7,21.7
69693,21.7,21.7
69694,21.7,21.7
69695,21.7,21.7
69696,21.7,21.7
69697,21.7,21.7
69698,21.7,21.7
69699,21.7,21.7
69700,21.7,21.7
69701,21.7,21.7
69702,21.7,21.7
69703,21.7,21.7
69704,21.7,21.7
69705,21.7,21.7
69706,21.7,21.7
69707,21.7,21.7
69708,21.7,21.7
69709,21.7,21.7
69710,21.7,21.7
69711,21.7,21.7
69712,21.7,21.7
69713,21.7,21.7
69714,21.7,21.7
69715,21.7,21.7
69716,21.7,21.7
69717,21.7,21.7
69718,21.7,21.7
69719,21.7,21.7
69720,21.7,21.7
69721,21.7,21.7
69722,21.7,21.7
69723,21.7,21.7
69724,21.7,21.7
69725,21.7,21.7
69726,21.7,21.7
69727,21.7,21.7
69728,21.7,21.7
69729,21.7,21.7
69730,21.7,21.7
69731,21.7,21.7
69732,21.7,21.7
69733,21.7,21.7
69734,21.7,21.7
69735,21.7,21.7
69736,21.7,21.7
69737,21.7,21.7
69738,21.7,21.7
69739,21.7,21.7
69740,21.7,21.7
69741,21.7,21.7
69742,21.7,21.7
69743,21.7,21.7
69744,21.7,21.7
69745,21.7,21.7
69746,21.7,21.7
69747,21.7,21.7
69748,21.7,21.7
69749,21.7,21.7
69750,21.7,21.7
69751,21.7,21.7
69752,21.7,21.7
69753,21.7,21.7
69754,21.7,21.7
69755,21.7,21.7
69756,21.7,21.7
69757,21.7,21.7
