
cwp001,5.55,3.58247,2.04713,1.53534,0.0195991

cwp002,7.6,6.01744,2.40698,3.61047,0.039064

cwp003,9.25,7.57304,2.33017,5.24288,0.0791971

cwp004,7.5,5.80244,2.32098,3.48147,0.0358997

cwp005,8.45,7.37599,2.9504,4.42559,0.0869742

cwp006,8.15,7.50943,1.36535,6.14408,0.0699696

cwp007,3.7,2.76096,1.10439,1.65658,0.0445712

cwp008,5.4,4.54651,1.13663,3.40988,0.0401573

cwp009,6.15,5.53501,1.38375,4.15126,0.0801744

cwp010,6.35,5.82535,1.45634,4.36901,0.054971

cwp011,17.3,12.3063,4.9604,7.34591,0.659959

cwp012,22.85,14.7439,5.82581,8.91805,0.642895

cwp013,23.1,15.4279,6.27089,9.15701,0.747832

cwp014,13.95,9.74884,4.77835,4.97049,0.88153

cwp015,18.75,12.8532,5.06542,7.78776,0.88751

cwp016,8.45,5.8398,2.36649,3.47331,1.18896

cwp017,14.05,11.5465,2.45787,9.08862,0.599425

cwp018,15.05,11.5277,2.4142,9.11348,0.59189

cwp019,13.6,11.0387,2.39967,8.63908,0.538462

cwp020,14.95,11.3983,2.43181,8.96647,0.82193

cwp021,30,18.5262,7.4732,11.053,5.70688

cwp022,36.4,20.8141,8.32491,12.4892,5.37428

cwp023,31.5,19.3581,7.80014,11.5579,7.22926

cwp024,25.7,13.3298,6.59237,6.73742,3.4964

cwp025,34.65,19.818,8.09083,11.7272,5.04488

cwp026,21.2,15.1624,3.93796,11.2244,5.31255

cwp027,22.6,15.03,4.3866,10.6434,5.03401

cwp028,25.4,18.1474,4.6971,13.4503,6.43234

cwp029,23.5,16.6735,4.09109,12.5824,6.78846

cwp030,26.9,18.5603,4.59698,13.9633,4.12124

cwp031,42.8,22.8751,10.0092,12.8659,14.8771

cwp032,50.4,28.2146,10.711,17.5036,23.7423

cwp033,44.2,24.2614,9.95702,14.3044,42.8605

cwp034,40.7,24.5565,10.7606,13.7959,6.51027

cwp035,43.35,27.3346,10.9312,16.4034,12.6725

cwp036,22.95,15.6034,5.60654,9.99688,8.39446

cwp037,33.6,22.9426,5.27089,17.6717,11.4697

cwp038,24.3,19.8559,5.48838,14.3675,2.00787

cwp039,29.05,25.558,5.42424,20.1338,3.32395

cwp040,34.65,20.4264,5.71007,14.7163,30.0981

cwp041,66.15,35.9609,14.6904,21.2706,148.02

cwp042,55,29.7919,12.6885,17.1034,51.9362

cwp043,67,37.5903,14.4691,23.1212,99.5069

cwp044,57.75,31.4234,12.5645,18.8589,137.862

cwp045,69.25,32.7967,13.4404,19.3563,118.61

cwp046,41,28.8943,6.78711,22.1072,26.7566

cwp047,31.65,19.8961,7.1651,12.731,19.3323

cwp048,33.8,24.3909,6.50938,17.8815,29.4861

cwp049,37.55,24.1124,6.44412,17.6683,11.3989

cwp050,38.4,26.8434,6.37545,20.468,57.5422

cwp051,61.7,35.9185,15.0832,20.8353,46.8049

cwp052,52.65,35.7054,16.9858,18.7197,56.0306

cwp053,51.8,33.9938,16.0928,17.901,20.9357

cwp054,60.35,35.6309,16.1515,19.4794,139.885

cwp055,64.9,36.5318,14.5421,21.9897,45.2611

cwp056,35.2,28.8151,7.53384,21.2813,23.4016

cwp057,43.15,28.4838,7.22299,21.2608,135.684

cwp058,48.3,34.2874,7.8591,26.4283,71.7882

cwp059,51.2,36.2946,7.93918,28.3554,54.3947

cwp060,43.3,29.7762,7.38758,22.3886,40.4128

cwp061,69.15,46.8458,17.5443,29.3015,336.386

cwp062,76.4,40.0211,20.5147,19.5063,469.502

cwp063,108.55,53.7187,19.9807,33.738,103.779

cwp064,64.85,48.857,18.8583,29.9987,25.3775

cwp065,86.6,45.3586,17.6153,27.7433,624.612

cwp066,48.45,33.7582,9.19644,24.5617,187.764

cwp067,60.95,40.9647,9.90714,31.0575,126.298

cwp068,62.65,47.8936,10.0743,37.8193,61.8482

cwp069,51.05,34.1788,8.99487,25.1839,97.6158

cwp070,62.5,46.3889,9.7267,36.6622,137.688
