
cwp001,5.6,8.43348

cwp001,5.6,3.4712

cwp001,5.5,6.75639

cwp001,5.6,4.12924

cwp001,5.6,3.35519

cwp001,5.7,5.53432

cwp001,5.5,7.60343

cwp001,5.5,4.07691

cwp001,5.5,3.05841

cwp001,5.5,3.62801

cwp002,9.1,4.55521

cwp002,8.95,4.29001

cwp002,8.85,4.14961

cwp002,8.95,2.1372

cwp002,9.1,5.36641

cwp002,8.95,3.60361

cwp002,8.95,3.58801

cwp002,8.95,2.1996

cwp002,8.95,4.86721

cwp002,9,1.95

cwp003,5.5,1.9812

cwp003,5.5,5.08561

cwp003,5.4,2.7924

cwp003,5.5,3.90001

cwp003,5.5,4.58641

cwp003,5.5,5.33521

cwp003,5.5,1.8584

cwp003,5.5,3.01081

cwp003,5.5,5.22601

cwp003,5.4,2.0124

cwp004,8.1,2.94841

cwp004,8.1,1.9812

cwp004,8.4,4.78921

cwp004,8.1,1.794

cwp004,8.65,4.58641

cwp004,8.1,2.8236

cwp004,8.25,2.2308

cwp004,8.25,1.8408

cwp004,8.25,2.96401

cwp004,8.55,4.38361

cwp005,5.3,2.02681

cwp005,5.3,2.7768

cwp005,5.3,2.184

cwp005,5.3,2.6364

cwp005,5.4,3.10441

cwp005,5.3,3.82201

cwp005,4.8,2.2776

cwp005,5.3,2.6364

cwp005,5.3,3.57241

cwp005,5.4,5.74081

cwp006,5.45,2.73

cwp006,5.45,2.4492

cwp006,5.45,3.33841

cwp006,5.45,2.1372

cwp006,5.6,5.11781

cwp006,5.45,3.63481

cwp006,5.45,2.6052

cwp006,5.45,2.4492

cwp006,5.6,4.25881

cwp006,5.45,3.02641

cwp007,5.6,5.38201

cwp007,5.6,5.67841

cwp007,5.45,2.6364

cwp007,5.6,5.03881

cwp007,5.45,1.8408

cwp007,5.45,3.15221

cwp007,5.45,2.1528

cwp007,5.6,5.55361

cwp007,5.45,3.65041

cwp007,5.6,5.38201

cwp008,5.3,2.5896

cwp008,5.15,2.0592

cwp008,5.3,4.66441

cwp008,5.3,5.08561

cwp008,5.3,5.55361

cwp008,5.15,2.1996

cwp008,5.3,5.35281

cwp008,5.15,3.77521

cwp008,5.3,4.78921

cwp008,5.3,5.02321

cwp009,5,6.72361

cwp009,5,8.08081

cwp009,5,8.20561

cwp009,5,7.80101

cwp009,4.9,2.93281

cwp009,5,7.65961

cwp009,4.9,6.83281

cwp009,5,7.84681

cwp009,5,7.36321

cwp009,5,5.25721

cwp010,3.75,2.4648

cwp010,3.75,3.80641

cwp010,3.75,4.75801

cwp010,3.7,2.4492

cwp010,3.75,2.6364

cwp010,3.75,4.64881

cwp010,3.75,2.6208

cwp010,3.75,2.4336

cwp010,3.75,3.13561

cwp010,3.65,3.83761

cwp011,17.75,3.63481

cwp011,17.55,3.72841

cwp011,18.05,3.30821

cwp011,17.65,4.41481

cwp011,18.15,3.79081

cwp011,17.95,4.61761

cwp011,17.35,4.66441

cwp011,18.1,3.86881

cwp011,17.5,4.00921

cwp011,17.9,3.88441

cwp012,16.05,4.96081

cwp012,15.85,3.04201

cwp012,16.05,3.51001

cwp012,16.05,4.18281

cwp012,15.7,3.75961

cwp012,15.35,5.10121

cwp012,15.7,4.38361

cwp012,15.65,3.97801

cwp012,15.55,3.91561

cwp012,15.7,4.02481

cwp013,13.55,4.43041

cwp013,14.25,4.75801

cwp013,14.45,5.48341

cwp013,14.55,5.05541

cwp013,13.6,8.04961

cwp013,13.75,5.64721

cwp013,14.4,6.00601

cwp013,13.35,6.94201

cwp013,13.55,4.94521

cwp013,14.25,4.53961

cwp014,11.3,8.33041

cwp014,11.25,4.41481

cwp014,11.4,6.19321

cwp014,11.4,3.69721

cwp014,11.4,4.04041

cwp014,11.3,4.96081

cwp014,11.55,4.16521

cwp014,11.6,5.99041

cwp014,11.5,3.74601

cwp014,11.35,3.60361

cwp015,15.7,6.13081

cwp015,15.65,4.39921

cwp015,15.8,5.44441

cwp015,16.1,3.51001

cwp015,16.1,4.08721

cwp015,15.5,4.27441

cwp015,15.55,3.69721

cwp015,16.2,4.60301

cwp015,16.15,3.41641

cwp015,15.85,4.35241

cwp016,9.95,3.82201

cwp016,9.85,4.68001

cwp016,10,3.40081

cwp016,9.9,4.75801

cwp016,9.95,4.85161

cwp016,9.95,4.44601

cwp016,9.8,3.63481

cwp016,9.85,4.57081

cwp016,10.15,3.43201

cwp016,10.3,7.02001

cwp017,9.45,4.61761

cwp017,10,4.18081

cwp017,9.95,4.18081

cwp017,10.1,4.11841

cwp017,9.9,6.53641

cwp017,9.75,5.24161

cwp017,9.65,4.02481

cwp017,10,5.44441

cwp017,9.7,4.21201

cwp017,9.6,5.88121

cwp018,15.45,3.99361

cwp018,15.6,4.21201

cwp018,15.45,4.61761

cwp018,15.75,3.58801

cwp018,15.6,4.58641

cwp018,15.6,4.96081

cwp018,15.6,5.52341

cwp018,15.6,4.27441

cwp018,16.2,8.20561

cwp018,14.85,3.49441

cwp019,14.2,4.57081

cwp019,13.85,4.53961

cwp019,14.25,4.72681

cwp019,13.95,5.11681

cwp019,14.35,4.10481

cwp019,13.7,5.91241

cwp019,14.75,3.75961

cwp019,13.95,5.52241

cwp019,13.75,4.39921

cwp019,14.2,4.44601

cwp020,8.75,7.09801

cwp020,8.6,4.57081

cwp020,8.85,4.97641

cwp020,8.6,5.56261

cwp020,8.7,4.78921

cwp020,9.4,6.59881

cwp020,9.15,5.36641

cwp020,9.2,6.38041

cwp020,9,7.12921

cwp020,8.9,6.55201

cwp021,28.45,6.28681

cwp021,28.1,13.6188

cwp021,28.35,6.41161

cwp021,28.05,8.42401

cwp021,27.85,5.91241

cwp021,27.85,7.70641

cwp021,27.65,6.36481

cwp021,28.1,6.34921

cwp021,27.8,6.33361

cwp021,28.9,6.39601

cwp022,31.3,9.76562

cwp022,32,8.79942

cwp022,32.35,7.30081

cwp022,32.35,7.81561

cwp022,30.9,8.61122

cwp022,31.75,8.75162

cwp022,32.4,9.22162

cwp022,31.4,8.51761

cwp022,32.4,7.73761

cwp022,31.35,9.43802

cwp023,34.15,4.92961

cwp023,35,5.55361

cwp023,33.1,4.64881

cwp023,33.55,5.44441

cwp023,33.9,5.92801

cwp023,34.05,6.36481

cwp023,32.95,6.47401

cwp023,33.4,5.78761

cwp023,34.55,8.98562

cwp023,33.3,6.39701

cwp024,23.3,9.75002

cwp024,22.7,8.36161

cwp024,23.85,7.61281

cwp024,23.8,7.95601

cwp024,24.05,9.18842

cwp024,24.2,6.89521

cwp024,23.8,8.12761

cwp024,24.05,10.608

cwp024,23.85,12.8876

cwp024,22.85,8.45521

cwp025,26.8,6.80161

cwp025,28.3,7.03561

cwp025,26.45,6.31801

cwp025,28.2,7.59721

cwp025,26.7,8.20761

cwp025,27.35,7.51921

cwp025,27.55,7.42561

cwp025,28,7.56601

cwp025,26,7.87801

cwp025,26.65,7.75321

cwp026,17.3,6.08501

cwp026,17.5,6.13081

cwp026,18.55,5.42881

cwp026,17.65,6.13081

cwp026,17.3,5.86561

cwp026,18,6.25561

cwp026,18.4,6.16201

cwp026,17.55,5.35381

cwp026,17.95,5.95921

cwp026,17.35,5.72521

cwp027,23.2,7.30081

cwp027,23.3,7.20721

cwp027,23.05,6.24001

cwp027,23.55,7.94041

cwp027,22.7,6.28681

cwp027,24,7.08241

cwp027,23.2,7.09801

cwp027,23.3,7.26961

cwp027,22.95,7.84681

cwp027,23.55,7.62841

cwp028,29.15,6.64661

cwp028,31.1,6.53641

cwp028,28.75,7.03561

cwp028,29.5,6.16201

cwp028,29.65,8.06521

cwp028,28.35,6.69241

cwp028,29.35,7.12921

cwp028,28.25,6.78601

cwp028,28.95,7.67521

cwp028,28.2,6.56761

cwp029,25.55,5.25721

cwp029,23.7,7.37881

cwp029,24.4,6.00801

cwp029,24.85,6.52081

cwp029,23.55,7.84681

cwp029,24.85,5.19481

cwp029,24.55,6.27121

cwp029,23.2,5.95921

cwp029,24.2,6.55201

cwp029,24.05,5.30601

cwp030,22.9,8.19001

cwp030,21.75,6.97321

cwp030,21.7,8.33041

cwp030,22.85,7.92481

cwp030,23.2,7.00441

cwp030,22,7.97261

cwp030,22.85,8.62682

cwp030,22.9,6.98881

cwp030,22.65,7.95601

cwp030,23.2,8.79842

cwp031,32,10.5788

cwp031,32.55,7.98721

cwp031,33.1,11.3724

cwp031,32.8,10.0932

cwp031,32.3,8.68922

cwp031,32.55,9.36002

cwp031,32.65,10.4052

cwp031,32.75,8.06521

cwp031,32.15,9.15722

cwp031,31.75,10.2668

cwp032,56.3,10.8108

cwp032,50.8,9.81242

cwp032,52.7,9.59402

cwp032,49.5,9.09682

cwp032,48.85,10.4988

cwp032,52.65,9.20402

cwp032,51.5,9.23522

cwp032,49.3,9.34442

cwp032,50.05,9.29862

cwp032,49.65,10.296

cwp033,37.2,9.43802

cwp033,36.85,9.57842

cwp033,37.65,9.89242

cwp033,38.2,9.21962

cwp033,37.8,10.9824

cwp033,38.25,9.31322

cwp033,36.2,9.59402

cwp033,37.1,11.4982

cwp033,38.35,9.36002

cwp033,39.5,9.15722

cwp034,44.3,10.062

cwp034,44,8.05061

cwp034,40.4,8.95442

cwp034,43.85,11.7468

cwp034,43.25,9.90602

cwp034,41.55,9.57842

cwp034,41.25,10.9542

cwp034,43.8,10.1712

cwp034,41.75,9.36002

cwp034,42.45,12.6984

cwp035,39.25,12.1212

cwp035,39.3,13.0104

cwp035,39.2,11.076

cwp035,39.85,11.4524

cwp035,37.8,12.558

cwp035,39.25,12.8544

cwp035,38,10.0932

cwp035,39.65,14.3052

cwp035,40.55,12.246

cwp035,36.85,9.87482

cwp036,32.75,12.168

cwp036,30.75,12.948

cwp036,32.9,14.1336

cwp036,29.9,13.1196

cwp036,31.8,14.9926

cwp036,32.6,14.4144

cwp036,32.35,12.8388

cwp036,31.25,14.5558

cwp036,31.45,12.7764

cwp036,31.05,12.168

cwp037,27.55,11.1716

cwp037,28.65,8.68922

cwp037,27.35,10.9668

cwp037,27.2,9.03242

cwp037,28.25,10.1868

cwp037,27.1,9.53362

cwp037,28.3,8.67362

cwp037,27.2,8.33041

cwp037,28.15,11.4504

cwp037,27.05,10.0318

cwp038,31.7,17.94

cwp038,29.6,10.4052

cwp038,31.2,13.0748

cwp038,30.8,8.97002

cwp038,30.75,11.934

cwp038,31.75,11.934

cwp038,31.8,12.613

cwp038,30.55,10.2024

cwp038,29.75,9.45362

cwp038,30.55,10.1088

cwp039,22.7,8.70482

cwp039,24,11.9672

cwp039,22.5,7.30081

cwp039,22.5,8.59562

cwp039,22.3,8.84522

cwp039,22.8,8.87642

cwp039,22.1,9.60962

cwp039,22.2,8.29921

cwp039,22.45,7.08241

cwp039,21.8,8.95442

cwp040,28.1,8.62682

cwp040,26.65,10.0856

cwp040,25.55,8.38321

cwp040,26.55,7.74361

cwp040,26.85,9.29402

cwp040,25.55,9.56562

cwp040,26.8,9.32982

cwp040,25.55,8.39281

cwp040,27.95,8.97002

cwp040,26.8,9.54722

cwp041,81.05,14.734

cwp041,81.15,14.0452

cwp041,78.65,19.5893

cwp041,70,14.9604

cwp041,83.25,13.841

cwp041,77.05,17.1498

cwp041,73.05,17.4626

cwp041,72.75,15.157

cwp041,75.95,16.349

cwp041,79.9,15.4856

cwp042,52.05,12.4268

cwp042,54.3,12.6938

cwp042,53.5,9.19743

cwp042,52.1,10.5138

cwp042,52.8,11.1662

cwp042,52.25,11.8394

cwp042,51.15,10.8818

cwp042,50.9,10.6378

cwp042,50.55,12.082

cwp042,53.3,9.83303

cwp043,63.95,16.0014

cwp043,65,14.6016

cwp043,66.65,14.9926

cwp043,65.9,14.313

cwp043,64.55,13.6968

cwp043,66.15,16.214

cwp043,69.6,14.1648

cwp043,64.2,15.622

cwp043,64.25,17.6134

cwp043,65.45,14.0308

cwp044,37.35,12.963

cwp044,36.3,12.5202

cwp044,37.25,13.0572

